29.687	19
69.294	17
94.042	28
118.669	25
137.875	25
161.413	29
184.048	310
210.801	43
239.143	317
267.238	33
295.674	22
320.587	131
340.934	228
366.361	169
389.556	186
409.506	177
436.905	168
462.902	197
484.368	179
511.578	179
536.533	178
558.838	4
586.486	170
611.317	143
632.242	141
657.49	185
